date,adj_close,ret_1d,buy_hold_signal,buy_hold_position,buy_hold_ret,equity_buy_hold,ma_200_filter_signal,ma_200_filter_position,ma_200_filter_ret,equity_ma_200_filter,vix_pct_filter_signal,vix_pct_filter_position,vix_pct_filter_ret,equity_vix_pct_filter,vrp_pct_filter_signal,vrp_pct_filter_position,vrp_pct_filter_ret,equity_vrp_pct_filter,combined_filter_signal,combined_filter_position,combined_filter_ret,equity_combined_filter
2014-02-11,147.81671142578125,0.0109437588390775,1.0,1.0,0.0109437588390775,0.9946620230985893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2014-02-12,147.8898468017578,0.0004947706877735936,1.0,1.0,0.0004947706877735936,0.99515415271186,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2014-02-13,148.65335083007812,0.0051626534534434665,1.0,1.0,0.0051626534534434665,1.0002917887350664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2014-02-14,149.47377014160156,0.0055190098772899265,1.0,1.0,0.0055190098772899265,1.0058124089972673,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2014-02-18,149.65249633789062,0.0011957027384787988,1.0,1.0,0.0011957027384787988,1.0070150616491014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2014-02-19,148.66152954101562,-0.00662178594493712,1.0,1.0,-0.00662178594493712,1.0003468234675335,0.0,0.0,-0.0,1.0,0.0,0.0,-0.0,1.0,0.0,0.0,-0.0,1.0,0.0,0.0,-0.0,1.0
2014-02-20,149.5387420654297,0.005900736573358323,1.0,1.0,0.005900736573358323,1.0062496065548112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2014-02-21,149.3681640625,-0.0011406943817613424,1.0,1.0,-0.0011406943817613424,1.0051017832819646,0.0,0.0,-0.0,1.0,0.0,0.0,-0.0,1.0,0.0,0.0,-0.0,1.0,0.0,0.0,-0.0,1.0
2014-02-24,150.1967010498047,0.005546944976561496,1.0,1.0,0.005546944976561496,1.0106770275696735,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2014-02-25,150.1398162841797,-0.0003787351201950395,1.0,1.0,-0.0003787351201950395,1.0102942486841586,0.0,0.0,-0.0,1.0,0.0,0.0,-0.0,1.0,0.0,0.0,-0.0,1.0,0.0,0.0,-0.0,1.0
2014-02-26,150.14797973632812,5.437233340543912e-05,1.0,1.0,5.437233340543912e-05,1.0103491807398857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2014-02-27,150.93580627441406,0.0052470005888152205,1.0,1.0,0.0052470005888152205,1.0156504834861368,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2014-02-28,151.317626953125,0.0025296891979147418,1.0,1.0,0.0025296891979147418,1.0182197635430685,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2014-03-03,150.25352478027344,-0.007032242008270462,1.0,1.0,-0.007032242008270462,1.0110593957482297,0.0,0.0,-0.0,1.0,0.0,0.0,-0.0,1.0,0.0,0.0,-0.0,1.0,0.0,0.0,-0.0,1.0
2014-03-04,152.36544799804688,0.014055731610036037,1.0,1.0,0.014055731610036037,1.025270575256672,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2014-03-05,152.50347900390625,0.0009059206511252693,1.0,1.0,0.0009059206511252693,1.0261993890437882,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2014-03-06,152.85279846191406,0.0022905671417428053,1.0,1.0,0.0022905671417428053,1.0285499676452083,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2014-03-07,152.91773986816406,0.00042486239639361045,1.0,1.0,0.00042486239639361045,1.0289869598492727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
