split,model_family,target,accuracy,balanced_accuracy,precision,recall,f1,brier,true_positive_rate,predicted_positive_rate,is_degenerate_classifier,n_predictions,roc_auc,first_prediction_date,last_prediction_date
6,price_only_random_forest,next_5d_positive_return,0.5636363636363636,0.5180027173913043,0.5930232558139535,0.796875,0.68,0.25082175262985507,0.5818181818181818,0.7818181818181819,0.0,110.0,0.548233695652174,2026-01-02,2026-06-10
0,vrp_only_baseline_majority,next_5d_positive_return,0.6245059288537549,0.5,0.6245059288537549,1.0,0.7688564476885644,0.37549407114624506,0.6245059288537549,1.0,1.0,253.0,0.5,,
0,vrp_only_logistic,next_5d_positive_return,0.6245059288537549,0.5,0.6245059288537549,1.0,0.7688564476885644,0.2455013079399734,0.6245059288537549,1.0,1.0,253.0,0.4763491005996003,2020-02-03,2021-02-02
0,vrp_only_logistic_l2,next_5d_positive_return,0.6245059288537549,0.5,0.6245059288537549,1.0,0.7688564476885644,0.2455013079399734,0.6245059288537549,1.0,1.0,253.0,0.4763491005996003,2020-02-03,2021-02-02
0,vrp_only_logistic_elasticnet,next_5d_positive_return,0.6245059288537549,0.5,0.6245059288537549,1.0,0.7688564476885644,0.24334515455838596,0.6245059288537549,1.0,1.0,253.0,0.4890739506995336,2020-02-03,2021-02-02
0,vrp_only_random_forest,next_5d_positive_return,0.6205533596837944,0.5073284477015323,0.628099173553719,0.9620253164556962,0.76,0.24923064275822682,0.6245059288537549,0.9565217391304348,0.0,253.0,0.4644237175216522,2020-02-03,2021-02-02
1,vrp_only_baseline_majority,next_5d_positive_return,0.6284584980237155,0.5,0.6284584980237155,1.0,0.7718446601941747,0.3715415019762846,0.6284584980237155,1.0,1.0,253.0,0.5,,
1,vrp_only_logistic,next_5d_positive_return,0.6284584980237155,0.5,0.6284584980237155,1.0,0.7718446601941747,0.233448548358624,0.6284584980237155,1.0,1.0,253.0,0.5096346848655159,2021-02-03,2022-02-02
1,vrp_only_logistic_l2,next_5d_positive_return,0.6284584980237155,0.5,0.6284584980237155,1.0,0.7718446601941747,0.233448548358624,0.6284584980237155,1.0,1.0,253.0,0.5096346848655159,2021-02-03,2022-02-02
1,vrp_only_logistic_elasticnet,next_5d_positive_return,0.6284584980237155,0.5,0.6284584980237155,1.0,0.7718446601941747,0.23337024637985035,0.6284584980237155,1.0,1.0,253.0,0.5143182122306972,2021-02-03,2022-02-02
1,vrp_only_random_forest,next_5d_positive_return,0.6126482213438735,0.5396092600026763,0.6517412935323383,0.8238993710691824,0.7277777777777777,0.23479589923901378,0.6284584980237155,0.7944664031620553,0.0,253.0,0.5754047905794193,2021-02-03,2022-02-02
2,vrp_only_baseline_majority,next_5d_positive_return,0.50199203187251,0.5,0.50199203187251,1.0,0.6684350132625995,0.49800796812749004,0.50199203187251,1.0,1.0,251.0,0.5,,
2,vrp_only_logistic,next_5d_positive_return,0.50199203187251,0.5,0.50199203187251,1.0,0.6684350132625995,0.2685713980104056,0.50199203187251,1.0,1.0,251.0,0.6304761904761904,2022-02-03,2023-02-02
