target,model_name,feature_group,n_predictions,first_prediction_date,last_prediction_date,mse,rmse,mae,r2,OOS_R2_vs_rv21_baseline,information_coefficient,directional_vol_hit_rate,train_start,train_end,test_start,test_end
next_5d_realized_volatility,random_forest,combined,253,2021-02-03,2022-02-02,0.004022891508940866,0.06342626828799615,0.04998763073377349,0.00755787307044431,0.1415640456644539,0.49752075118111844,0.6679841897233202,2015-02-02,2021-02-02,2021-02-03,2022-02-02
next_5d_realized_volatility,random_forest,combined,251,2022-02-03,2023-02-02,0.010220580136467552,0.1010968848999194,0.07726679405708471,-0.4050895468640787,-0.2094751994232913,0.4372513754505786,0.6454183266932271,2015-02-02,2022-02-02,2022-02-03,2023-02-02
next_5d_realized_volatility,random_forest,combined,251,2023-02-03,2024-02-02,0.0019099084367153456,0.043702499204454494,0.033928513271015315,0.011137151074252727,0.1549167019508476,0.4609736292923544,0.6812749003984063,2015-02-02,2023-02-02,2023-02-03,2024-02-02
next_5d_realized_volatility,random_forest,combined,249,2024-02-05,2025-01-31,0.004088606190287705,0.0639422097701331,0.04885253751311764,-0.4179487496980905,-0.09066165039378693,0.34206917994558883,0.6184738955823293,2015-02-02,2024-02-02,2024-02-03,2025-02-02
next_5d_realized_volatility,random_forest,combined,251,2025-02-03,2026-02-02,0.01540122208546269,0.12410166028487568,0.07007104726281468,0.17280258781351376,0.2619157886250494,0.5547422794047301,0.5737051792828686,2015-02-02,2025-02-02,2025-02-03,2026-02-02
next_5d_realized_volatility,random_forest,combined,89,2026-02-03,2026-06-10,0.002712880525748293,0.05208531967597293,0.03972905572217292,0.10379443784743259,0.3752487142600146,0.43333333333333335,0.7415730337078652,2015-02-02,2026-02-02,2026-02-03,2026-06-10
next_21d_realized_volatility,vix_direct_forecast,benchmark,2840,2015-02-02,2026-05-18,0.007715116584719488,0.08783573637603027,0.0626175643170152,0.19883545840460148,0.22168808147953478,0.6435603022323669,0.5929577464788732,,,,
next_21d_realized_volatility,rv21_direct_forecast,benchmark,2840,2015-02-02,2026-05-18,0.009912628087959344,0.09956218201686494,0.05809352020867637,-0.029361779681307043,0.0,0.513217069219743,0.5242957746478873,,,,
next_21d_realized_volatility,avg_vix_rv21_forecast,benchmark,2840,2015-02-02,2026-05-18,0.007657612118987868,0.08750778319091318,0.0543414316219502,0.20480692214356933,0.22748921365370267,0.6059191854264436,0.5929577464788732,,,,
next_21d_realized_volatility,linear,rv_only,253,2019-04-04,2020-04-03,0.042218101862385914,0.20547044036159048,0.10273278948574789,0.1778852006854036,0.11299530742537922,0.3643321758693207,0.7430830039525692,2014-04-03,2019-04-03,2019-04-04,2020-04-03
next_21d_realized_volatility,linear,rv_only,250,2020-04-06,2021-04-01,0.007647972790229843,0.08745268886792357,0.06512121544061868,-1.1509202053644851,0.5420040208987407,-0.0453707099313589,0.648,2014-04-03,2020-04-03,2020-04-04,2021-04-03
next_21d_realized_volatility,linear,rv_only,253,2021-04-05,2022-04-01,0.0022572743352731847,0.047510781253029134,0.0389577543416401,0.22755603915452216,0.19632200641927722,0.42360441110869046,0.7075098814229249,2014-04-03,2021-04-03,2021-04-04,2022-04-03
next_21d_realized_volatility,linear,rv_only,251,2022-04-04,2023-04-03,0.004744041520639975,0.0688770028430388,0.05296136217347439,-0.3018649281321295,-0.2378413438529936,0.3411041548093341,0.6175298804780877,2014-04-03,2022-04-03,2022-04-04,2023-04-03
next_21d_realized_volatility,linear,rv_only,251,2023-04-04,2024-04-03,0.000881432531439934,0.02968892944246953,0.024047685588069995,-1.4598467093487701,-0.11191886610532542,0.004108518307721495,0.6693227091633466,2014-04-03,2023-04-03,2023-04-04,2024-04-03
next_21d_realized_volatility,linear,rv_only,251,2024-04-04,2025-04-03,0.009989068685664439,0.09994532848344859,0.05975913085763935,0.12415651310175779,0.025921011390623527,0.2779867197875166,0.649402390438247,2014-04-03,2024-04-03,2024-04-04,2025-04-03
next_21d_realized_volatility,linear,rv_only,250,2025-04-04,2026-04-02,0.003616045709360189,0.06013356557996698,0.04326492398892019,-0.5248098281452382,0.6566803682392981,0.24112859405750492,0.62,2014-04-03,2025-04-03,2025-04-04,2026-04-03
next_21d_realized_volatility,linear,rv_only,31,2026-04-06,2026-05-18,0.0015044548111852521,0.0387873021900886,0.03509418442534489,-2.4171526724620676,0.6435292507635852,-0.050806451612903224,0.8709677419354839,2014-04-03,2026-04-03,2026-04-04,2026-05-18
next_21d_realized_volatility,ridge,rv_only,253,2019-04-04,2020-04-03,0.04222092320438815,0.205477305813533,0.10273559263202194,0.17783026057886986,0.11293603087136683,0.3643321758693207,0.7430830039525692,2014-04-03,2019-04-03,2019-04-04,2020-04-03
next_21d_realized_volatility,ridge,rv_only,250,2020-04-06,2021-04-01,0.007632800483348438,0.08736590000308152,0.06507352577042377,-1.1466531371716049,0.5429126087998706,-0.04480929294868718,0.648,2014-04-03,2020-04-03,2020-04-04,2021-04-03
next_21d_realized_volatility,ridge,rv_only,253,2021-04-05,2022-04-01,0.0022569565886666914,0.047507437193208935,0.03895531748909706,0.22766477270251384,0.19643513664504686,0.42376150609632296,0.7075098814229249,2014-04-03,2021-04-03,2021-04-04,2022-04-03
next_21d_realized_volatility,ridge,rv_only,251,2022-04-04,2023-04-03,0.004743573044464265,0.06887360194199418,0.05295780912675995,-0.3017363684009027,-0.23771910647872518,0.3410578637829634,0.6175298804780877,2014-04-03,2022-04-03,2022-04-04,2023-04-03
next_21d_realized_volatility,ridge,rv_only,251,2023-04-04,2024-04-03,0.0008813281864276282,0.02968717208539116,0.024046712088912143,-1.4595555098229962,-0.11178723585158701,0.004108518307721495,0.6693227091633466,2014-04-03,2023-04-03,2023-04-04,2024-04-03
next_21d_realized_volatility,ridge,rv_only,251,2024-04-04,2025-04-03,0.00998919990335457,0.09994598492863319,0.05975953409436163,0.1241450079091434,0.02590821576383262,0.2780216277746158,0.649402390438247,2014-04-03,2024-04-03,2024-04-04,2025-04-03
next_21d_realized_volatility,ridge,rv_only,250,2025-04-04,2026-04-02,0.0036154716609141124,0.06012879227885849,0.043264736570437154,-0.5245677640833424,0.6567348703437956,0.24112859405750492,0.62,2014-04-03,2025-04-03,2025-04-04,2026-04-03
next_21d_realized_volatility,ridge,rv_only,31,2026-04-06,2026-05-18,0.00150453386596556,0.038788321257377974,0.035095606823313634,-2.417332234022702,0.6435105192493134,-0.050806451612903224,0.8709677419354839,2014-04-03,2026-04-03,2026-04-04,2026-05-18
next_21d_realized_volatility,random_forest,rv_only,253,2019-04-04,2020-04-03,0.05663393794051376,0.23797886028072696,0.13233419813448977,-0.1028349563447073,-0.18988221867387867,0.2102323981286144,0.6600790513833992,2014-04-03,2019-04-03,2019-04-04,2020-04-03
next_21d_realized_volatility,random_forest,rv_only,250,2020-04-06,2021-04-01,0.00579610353237706,0.0761321451975252,0.058747712074582424,-0.6300994449274993,0.6529025161184547,0.2322903238433524,0.704,2014-04-03,2020-04-03,2020-04-04,2021-04-03
next_21d_realized_volatility,random_forest,rv_only,253,2021-04-05,2022-04-01,0.0022246373639422945,0.047166061569122925,0.03720021972951868,0.23872447845801603,0.20794204534227634,0.4056520881326227,0.7193675889328063,2014-04-03,2021-04-03,2021-04-04,2022-04-03
next_21d_realized_volatility,random_forest,rv_only,251,2022-04-04,2023-04-03,0.010923823353146999,0.10451709598504447,0.09034953576445012,-1.997727242204728,-1.8503039277042572,-0.075528542140778,0.5936254980079682,2014-04-03,2022-04-03,2022-04-04,2023-04-03
next_21d_realized_volatility,random_forest,rv_only,251,2023-04-04,2024-04-03,0.0006823859548820285,0.026122518157368147,0.01989911819144502,-0.9043599887109037,0.13917652215638576,0.1309641434262948,0.6892430278884463,2014-04-03,2023-04-03,2023-04-04,2024-04-03
next_21d_realized_volatility,random_forest,rv_only,251,2024-04-04,2025-04-03,0.009329019412435115,0.0965868490656731,0.06100180837829613,0.18202976186812847,0.09028538295834265,0.22344729090154877,0.6812749003984063,2014-04-03,2024-04-03,2024-04-04,2025-04-03
next_21d_realized_volatility,random_forest,rv_only,250,2025-04-04,2026-04-02,0.005678235921417414,0.07535407037060052,0.04586834848583422,-1.3943917293668737,0.460889042263698,0.160027986565051,0.616,2014-04-03,2025-04-03,2025-04-04,2026-04-03
next_21d_realized_volatility,random_forest,rv_only,31,2026-04-06,2026-05-18,0.001674900673532207,0.04092555037543426,0.036253820868906425,-2.8042959284101383,0.6031432160330384,-0.2351043463908874,0.8387096774193549,2014-04-03,2026-04-03,2026-04-04,2026-05-18
next_21d_realized_volatility,linear,vix_only,253,2020-01-02,2020-12-31,0.045361307492205814,0.21298194170446896,0.11764802149825307,-0.043477825699776096,0.24420926783685426,0.44367403679283174,0.6996047430830039,2014-12-31,2019-12-31,2020-01-01,2020-12-31
next_21d_realized_volatility,linear,vix_only,252,2021-01-04,2021-12-31,0.0020258960231061473,0.045009954711220795,0.034677118783444434,-0.5788978575161088,0.2447096239898232,0.4020874904297735,0.7738095238095238,2014-12-31,2020-12-31,2021-01-01,2021-12-31
next_21d_realized_volatility,linear,vix_only,251,2022-01-03,2022-12-30,0.004499450476096473,0.06707794329059645,0.05542278036524687,-0.9602039081818743,-0.05140480440006212,0.42257484348321,0.6733067729083665,2014-12-31,2021-12-31,2022-01-01,2022-12-31
next_21d_realized_volatility,linear,vix_only,250,2023-01-03,2023-12-29,0.0007006883802299311,0.026470519077455415,0.019900054105660762,0.10271517226924987,0.23738955522224237,0.6666020256324101,0.712,2014-12-31,2022-12-31,2023-01-01,2023-12-31
next_21d_realized_volatility,linear,vix_only,252,2024-01-02,2024-12-31,0.0022409988356297547,0.04733918921601588,0.03691121913978198,-0.8066058105131024,0.1497866715089472,0.2796365825986474,0.6547619047619048,2014-12-31,2023-12-31,2024-01-01,2024-12-31
next_21d_realized_volatility,linear,vix_only,250,2025-01-02,2025-12-31,0.009762181505258186,0.09880375248571376,0.05766581829011725,0.22830359960209246,0.4543804601368294,0.5608213891422262,0.624,2014-12-31,2024-12-31,2025-01-01,2025-12-31
next_21d_realized_volatility,linear,vix_only,94,2026-01-02,2026-05-18,0.0018559565240164114,0.04308081387365391,0.03407423678207363,-1.088111439082101,0.27803319797140214,0.46671964743705524,0.776595744680851,2014-12-31,2025-12-31,2026-01-01,2026-05-18
next_21d_realized_volatility,ridge,vix_only,253,2020-01-02,2020-12-31,0.04466726437244281,0.2113463138368938,0.11648471188726123,-0.027512267262629564,0.25577311788082846,0.4436229068204419,0.6996047430830039,2014-12-31,2019-12-31,2020-01-01,2020-12-31
next_21d_realized_volatility,ridge,vix_only,252,2021-01-04,2021-12-31,0.002024357380069048,0.04499285921197994,0.03466630099982017,-0.5776987040713861,0.24528325771276926,0.4021399813882059,0.7738095238095238,2014-12-31,2020-12-31,2021-01-01,2021-12-31
next_21d_realized_volatility,ridge,vix_only,251,2022-01-03,2022-12-30,0.004499176985035816,0.06707590465313021,0.0554201630062098,-0.960084760688463,-0.05134089663695551,0.4224670840447733,0.6733067729083665,2014-12-31,2021-12-31,2022-01-01,2022-12-31
next_21d_realized_volatility,ridge,vix_only,250,2023-01-03,2023-12-29,0.000700782304009604,0.026472293138479788,0.01990416444946901,0.10259489571715985,0.23728733109891942,0.6666596265540249,0.712,2014-12-31,2022-12-31,2023-01-01,2023-12-31
next_21d_realized_volatility,ridge,vix_only,252,2024-01-02,2024-12-31,0.0022405814347261147,0.04733478039165403,0.036910932808269764,-0.8062693181928744,0.14994502938310428,0.27965457949868133,0.6507936507936508,2014-12-31,2023-12-31,2024-01-01,2024-12-31
next_21d_realized_volatility,ridge,vix_only,250,2025-01-02,2025-12-31,0.009761894926617097,0.09880230223338471,0.05766283281844574,0.22832625352484925,0.45439647734632316,0.560882830125282,0.624,2014-12-31,2024-12-31,2025-01-01,2025-12-31
next_21d_realized_volatility,ridge,vix_only,94,2026-01-02,2026-05-18,0.0018551871925581824,0.04307188401449584,0.03406726623574314,-1.087245874723461,0.2783324677901776,0.46671964743705524,0.776595744680851,2014-12-31,2025-12-31,2026-01-01,2026-05-18
next_21d_realized_volatility,random_forest,vix_only,253,2020-01-02,2020-12-31,0.051692608204041514,0.2273600848962753,0.13078369758397537,-0.18912115623589276,0.1387198393990705,0.5250071137721066,0.7509881422924901,2014-12-31,2019-12-31,2020-01-01,2020-12-31
next_21d_realized_volatility,random_forest,vix_only,252,2021-01-04,2021-12-31,0.0019197707120844813,0.04381518814389003,0.03276950521819881,-0.4961882691220161,0.28427504351360255,0.3764847210976828,0.8095238095238095,2014-12-31,2020-12-31,2021-01-01,2021-12-31
next_21d_realized_volatility,random_forest,vix_only,251,2022-01-03,2022-12-30,0.008434967124173801,0.09184207708982742,0.07511040821578957,-2.674727749539652,-0.9710329086690801,0.385145965688864,0.5418326693227091,2014-12-31,2021-12-31,2022-01-01,2022-12-31
next_21d_realized_volatility,random_forest,vix_only,250,2023-01-03,2023-12-29,0.0009058917042499566,0.030098034890171096,0.023783616752565344,-0.16006331020346498,0.01405175968261363,0.5480839053424855,0.696,2014-12-31,2022-12-31,2023-01-01,2023-12-31
next_21d_realized_volatility,random_forest,vix_only,252,2024-01-02,2024-12-31,0.0033478375003110953,0.05786050034618691,0.04009772268028631,-1.6988959496786364,-0.2701372348490254,0.2696063103130486,0.6349206349206349,2014-12-31,2023-12-31,2024-01-01,2024-12-31
next_21d_realized_volatility,random_forest,vix_only,250,2025-01-02,2025-12-31,0.010142132521947044,0.10070815519086349,0.05990754663951376,0.19826862926801414,0.43314456129755297,0.5042872365957856,0.652,2014-12-31,2024-12-31,2025-01-01,2025-12-31
next_21d_realized_volatility,random_forest,vix_only,94,2026-01-02,2026-05-18,0.0015749069402224071,0.03968509720565652,0.029995629133139804,-0.7719063753990818,0.3873614427861667,0.4381533793302749,0.7978723404255319,2014-12-31,2025-12-31,2026-01-01,2026-05-18
next_21d_realized_volatility,linear,vrp_only,253,2020-02-03,2021-02-02,0.09478390552006746,0.3078699490370365,0.20607961417254933,-1.1892263234721026,-0.5946025101177563,0.19779370464067486,0.5375494071146245,2015-02-02,2020-02-02,2020-02-03,2021-02-02
next_21d_realized_volatility,linear,vrp_only,253,2021-02-03,2022-02-02,0.0027552736507329774,0.05249070061194628,0.04173209590978696,-0.4738979911771015,0.019394645688346812,0.1569341875743793,0.5810276679841897,2015-02-02,2021-02-02,2021-02-03,2022-02-02
next_21d_realized_volatility,linear,vrp_only,251,2022-02-03,2023-02-02,0.011486886761591776,0.10717689471892614,0.09028879303436148,-3.21836284684246,-1.9116840690431043,-0.005580724720166951,0.5936254980079682,2015-02-02,2022-02-02,2022-02-03,2023-02-02
next_21d_realized_volatility,linear,vrp_only,251,2023-02-03,2024-02-02,0.0022177673239220717,0.047093177042137134,0.0424778195290821,-2.4533403106662575,-1.3400775117924235,0.5758763043065832,0.6334661354581673,2015-02-02,2023-02-02,2023-02-03,2024-02-02
next_21d_realized_volatility,linear,vrp_only,249,2024-02-05,2025-01-31,0.002326844221948152,0.04823737370492046,0.04096029380314723,-0.8482299512248406,0.14940316679511023,0.14315740380878353,0.5823293172690763,2015-02-02,2024-02-02,2024-02-03,2025-02-02
next_21d_realized_volatility,linear,vrp_only,251,2025-02-03,2026-02-02,0.012207763741675454,0.11048874938958923,0.0665537862617518,0.029092078179709047,0.31366381139297983,0.27189755264655663,0.6254980079681275,2015-02-02,2025-02-02,2025-02-03,2026-02-02
next_21d_realized_volatility,linear,vrp_only,73,2026-02-03,2026-05-18,0.0016857190690855112,0.0410575092898426,0.03692296867635179,-0.5508758809824317,0.4367307167221596,-0.07370726891274837,0.7671232876712328,2015-02-02,2026-02-02,2026-02-03,2026-05-18
next_21d_realized_volatility,ridge,vrp_only,253,2020-02-03,2021-02-02,0.09425553325752493,0.30701064030017744,0.20546359878284087,-1.1770224956238637,-0.5857134088351708,0.1972579514517207,0.5375494071146245,2015-02-02,2020-02-02,2020-02-03,2021-02-02
next_21d_realized_volatility,ridge,vrp_only,253,2021-02-03,2022-02-02,0.0027513526523338565,0.052453337856935824,0.041706970047468074,-0.47180050381415484,0.0207901339453489,0.15686527326376692,0.5849802371541502,2015-02-02,2021-02-02,2021-02-03,2022-02-02
next_21d_realized_volatility,ridge,vrp_only,251,2022-02-03,2023-02-02,0.011485236276658171,0.1071691946254061,0.09028708438043398,-3.217756734458166,-1.9112657058445186,-0.0054934547524188955,0.5936254980079682,2015-02-02,2022-02-02,2022-02-03,2023-02-02
next_21d_realized_volatility,ridge,vrp_only,251,2023-02-03,2024-02-02,0.0022167463624875464,0.04708233599225453,0.042468821859005274,-2.4517505463842015,-1.3390002441874906,0.5757685448681464,0.6334661354581673,2015-02-02,2023-02-02,2023-02-03,2024-02-02
next_21d_realized_volatility,ridge,vrp_only,249,2024-02-05,2025-01-31,0.002326059709352313,0.048229241227208966,0.04095486394414414,-0.8476068069408076,0.14968995175618993,0.14314652157015156,0.5823293172690763,2015-02-02,2024-02-02,2024-02-03,2025-02-02
next_21d_realized_volatility,ridge,vrp_only,251,2025-02-03,2026-02-02,0.012207077672898118,0.1104856446462531,0.06654974562045443,0.02914664260485056,0.3137023830625929,0.2718960349079871,0.6254980079681275,2015-02-02,2025-02-02,2025-02-03,2026-02-02
next_21d_realized_volatility,ridge,vrp_only,73,2026-02-03,2026-05-18,0.0016852274542954301,0.04105152194858834,0.036918402989647214,-0.5504235911942617,0.43689498579613273,-0.07361471060101198,0.7671232876712328,2015-02-02,2026-02-02,2026-02-03,2026-05-18
next_21d_realized_volatility,random_forest,vrp_only,253,2020-02-03,2021-02-02,0.0529268046757663,0.23005826365459314,0.13459962884199447,-0.2224517799482575,0.10958284399221419,0.07525916967072324,0.7509881422924901,2015-02-02,2020-02-02,2020-02-03,2021-02-02
next_21d_realized_volatility,random_forest,vrp_only,253,2021-02-03,2022-02-02,0.016435903201196343,0.12820258656203604,0.10371916695020862,-7.792173766471478,-4.849558601104316,-0.21534655574671088,0.5810276679841897,2015-02-02,2021-02-02,2021-02-03,2022-02-02
next_21d_realized_volatility,random_forest,vrp_only,251,2022-02-03,2023-02-02,0.0091319554526277,0.09556126544069883,0.08363838452956064,-2.35355457052029,-1.3147585383650817,0.46475811041548093,0.6175298804780877,2015-02-02,2022-02-02,2022-02-03,2023-02-02
next_21d_realized_volatility,random_forest,vrp_only,251,2023-02-03,2024-02-02,0.001157617895672876,0.0340237842644359,0.026038092108102116,-0.8025554350787516,-0.22146068962812038,0.41068487952950106,0.6215139442231076,2015-02-02,2023-02-02,2023-02-03,2024-02-02
next_21d_realized_volatility,random_forest,vrp_only,249,2024-02-05,2025-01-31,0.0034492152106837177,0.05873001967208693,0.04661504485056607,-1.7397377101886606,-0.260888678139916,0.20067240588270993,0.5943775100401606,2015-02-02,2024-02-02,2024-02-03,2025-02-02
next_21d_realized_volatility,random_forest,vrp_only,251,2025-02-03,2026-02-02,0.011056915309001897,0.10515186783410886,0.06751810076661771,0.12062136099853493,0.37836599138758753,0.37254562701574656,0.6095617529880478,2015-02-02,2025-02-02,2025-02-03,2026-02-02
next_21d_realized_volatility,random_forest,vrp_only,73,2026-02-03,2026-05-18,0.0019842219800141406,0.04454460663216301,0.034731331683724144,-0.8255010978718627,0.3369884027277338,0.07383067999506356,0.7945205479452054,2015-02-02,2026-02-02,2026-02-03,2026-05-18
next_21d_realized_volatility,linear,extreme_vrp,253,2020-02-03,2021-02-02,0.0550337432692854,0.23459271785220742,0.13901133785493866,-0.27111579527409524,0.07413664084775495,0.4429567351511891,0.7035573122529645,2015-02-02,2020-02-02,2020-02-03,2021-02-02
next_21d_realized_volatility,linear,extreme_vrp,253,2021-02-03,2022-02-02,0.002253474878415849,0.0474707792059057,0.03908648097222524,-0.20546723029910385,0.19798545926880085,-0.036432698877067245,0.7075098814229249,2015-02-02,2021-02-02,2021-02-03,2022-02-02
next_21d_realized_volatility,linear,extreme_vrp,251,2022-02-03,2023-02-02,0.010920539643698877,0.10450138584582923,0.09172286947970945,-3.010381546937607,-1.768126992618272,0.2926199962056536,0.5976095617529881,2015-02-02,2022-02-02,2022-02-03,2023-02-02
next_21d_realized_volatility,linear,extreme_vrp,251,2023-02-03,2024-02-02,0.00129975105892611,0.03605206039779294,0.02969731190292954,-1.023874496303295,-0.37143251734024196,0.20129766647694936,0.6733067729083665,2015-02-02,2023-02-02,2023-02-03,2024-02-02
next_21d_realized_volatility,linear,extreme_vrp,249,2024-02-05,2025-01-31,0.004289650471513022,0.06549542328676884,0.04971516893208518,-2.407301789673821,-0.568116624313556,0.1563917605907501,0.6224899598393574,2015-02-02,2024-02-02,2024-02-03,2025-02-02
next_21d_realized_volatility,linear,extreme_vrp,251,2025-02-03,2026-02-02,0.011463252323615445,0.10706657892925993,0.06038463520121296,0.08830456369107353,0.35552120148165656,0.4224754316069057,0.6334661354581673,2015-02-02,2025-02-02,2025-02-03,2026-02-02
next_21d_realized_volatility,linear,extreme_vrp,73,2026-02-03,2026-05-18,0.0004159964074754988,0.020395989985178428,0.016962820341800834,0.6172797669785606,0.8609981920581842,0.8096692582993953,0.8904109589041096,2015-02-02,2026-02-02,2026-02-03,2026-05-18
next_21d_realized_volatility,ridge,extreme_vrp,253,2020-02-03,2021-02-02,0.055039607900331154,0.2346052171208713,0.13901896406352326,-0.27125125080942425,0.07403797688856106,0.4430560310395983,0.7035573122529645,2015-02-02,2020-02-02,2020-02-03,2021-02-02
next_21d_realized_volatility,ridge,extreme_vrp,253,2021-02-03,2022-02-02,0.002252635649028537,0.0474619389514223,0.03908120220363239,-0.20501829539647942,0.19828414206224132,-0.036148149465506534,0.7075098814229249,2015-02-02,2021-02-02,2021-02-03,2022-02-02
next_21d_realized_volatility,ridge,extreme_vrp,251,2022-02-03,2023-02-02,0.01092007264930352,0.10449915142862894,0.09171860303044252,-3.0102100512270686,-1.7680086193662747,0.2927300322519446,0.5976095617529881,2015-02-02,2022-02-02,2022-02-03,2023-02-02
next_21d_realized_volatility,ridge,extreme_vrp,251,2023-02-03,2024-02-02,0.0012998246025705286,0.03605308034787775,0.029698715961690176,-1.0239890129295999,-0.37151011692726055,0.20083247960538797,0.6733067729083665,2015-02-02,2023-02-02,2023-02-03,2024-02-02
next_21d_realized_volatility,ridge,extreme_vrp,249,2024-02-05,2025-01-31,0.004287621187308552,0.06547992965259318,0.049710435274081796,-2.405689913893366,-0.5673748029652623,0.15629926156237856,0.6224899598393574,2015-02-02,2024-02-02,2024-02-03,2025-02-02
next_21d_realized_volatility,ridge,extreme_vrp,251,2025-02-03,2026-02-02,0.011462361903612378,0.10706242059477442,0.060381635866643725,0.0883753805788361,0.35557126204017453,0.4224754316069057,0.6334661354581673,2015-02-02,2025-02-02,2025-02-03,2026-02-02
next_21d_realized_volatility,ridge,extreme_vrp,73,2026-02-03,2026-05-18,0.00041605629699990393,0.02039745810143764,0.016963503178241048,0.6172246681067338,0.8609781804618832,0.8096692582993953,0.8904109589041096,2015-02-02,2026-02-02,2026-02-03,2026-05-18
next_21d_realized_volatility,random_forest,extreme_vrp,253,2020-02-03,2021-02-02,0.05693724794489969,0.23861527181825493,0.14508392330192899,-0.31508109212319724,0.04211291997340472,0.33168789470916876,0.6363636363636364,2015-02-02,2020-02-02,2020-02-03,2021-02-02
next_21d_realized_volatility,random_forest,extreme_vrp,253,2021-02-03,2022-02-02,0.003925614610479909,0.06265472536433232,0.047392086347506475,-1.0999567454879111,-0.3971311724251376,0.049336612833033124,0.6996047430830039,2015-02-02,2021-02-02,2021-02-03,2022-02-02
next_21d_realized_volatility,random_forest,extreme_vrp,251,2022-02-03,2023-02-02,0.012920108640552888,0.11366665579910798,0.09973651177821696,-3.7446890874481005,-2.2749756552654463,0.11983297897460106,0.601593625498008,2015-02-02,2022-02-02,2022-02-03,2023-02-02
next_21d_realized_volatility,random_forest,extreme_vrp,251,2023-02-03,2024-02-02,0.0015189340370587976,0.03897350429533887,0.031186319056954143,-1.3651697285095787,-0.602703468338353,0.14944098598940936,0.6772908366533864,2015-02-02,2023-02-02,2023-02-03,2024-02-02
next_21d_realized_volatility,random_forest,extreme_vrp,249,2024-02-05,2025-01-31,0.005524939251529039,0.07432993509703234,0.05432814771505204,-3.3885010036573293,-1.0196864863885637,0.14250677180196902,0.6265060240963856,2015-02-02,2024-02-02,2024-02-03,2025-02-02
next_21d_realized_volatility,random_forest,extreme_vrp,251,2025-02-03,2026-02-02,0.01237279975791055,0.1112330875140601,0.06370887080394173,0.015966432980555778,0.3043852741635119,0.21713703114803934,0.6374501992031872,2015-02-02,2025-02-02,2025-02-03,2026-02-02
next_21d_realized_volatility,random_forest,extreme_vrp,73,2026-02-03,2026-05-18,0.0010284105193998153,0.03206884031891105,0.026721111730401474,0.05385357528699675,0.6563650095671185,0.43034108269162724,0.7808219178082192,2015-02-02,2026-02-02,2026-02-03,2026-05-18
next_21d_realized_volatility,linear,combined,253,2020-02-03,2021-02-02,0.09579646127286116,0.3095100342038383,0.20615702963545385,-1.2126133499491845,-0.6116373003195292,-0.21691927837083605,0.7312252964426877,2015-02-02,2020-02-02,2020-02-03,2021-02-02
next_21d_realized_volatility,linear,combined,253,2021-02-03,2022-02-02,0.002329866957126741,0.04826869541562876,0.0393680290065451,-0.24633218442947635,0.170797422468547,0.2931422109785684,0.691699604743083,2015-02-02,2021-02-02,2021-02-03,2022-02-02
next_21d_realized_volatility,linear,combined,251,2022-02-03,2023-02-02,0.005040413688655072,0.0709958709268016,0.05767088724875342,-0.85100578409396,-0.27763880181317724,0.5094213621703662,0.6454183266932271,2015-02-02,2022-02-02,2022-02-03,2023-02-02
next_21d_realized_volatility,linear,combined,251,2023-02-03,2024-02-02,0.0007329395544695392,0.02707285641504308,0.01993926902562072,-0.14127829435923478,0.2266387233606868,0.635591728324796,0.7171314741035857,2015-02-02,2023-02-02,2023-02-03,2024-02-02
next_21d_realized_volatility,linear,combined,249,2024-02-05,2025-01-31,0.0026147700649255512,0.0511348224297841,0.038474185714240425,-1.076931624376361,0.04414953274247302,0.2907617567042363,0.6385542168674698,2015-02-02,2024-02-02,2024-02-03,2025-02-02
next_21d_realized_volatility,linear,combined,251,2025-02-03,2026-02-02,0.010566014162489751,0.10279111908375038,0.06024202573823359,0.15966371323149953,0.405965085620527,0.5968985012331626,0.6533864541832669,2015-02-02,2025-02-02,2025-02-03,2026-02-02
next_21d_realized_volatility,linear,combined,73,2026-02-03,2026-05-18,0.0023399139896110744,0.048372657458641596,0.0393235031279455,-1.1527407719424145,0.21813681767565973,0.40019128717758856,0.7123287671232876,2015-02-02,2026-02-02,2026-02-03,2026-05-18
next_21d_realized_volatility,ridge,combined,253,2020-02-03,2021-02-02,0.08923829391644675,0.29872779234019514,0.1992698157069926,-1.061139188469753,-0.5013055929380827,-0.21275033308583463,0.7272727272727273,2015-02-02,2020-02-02,2020-02-03,2021-02-02
next_21d_realized_volatility,ridge,combined,253,2021-02-03,2022-02-02,0.002307592168473826,0.04803740384818715,0.039232733062143116,-0.23441657443527752,0.17872504773850828,0.29520889928284655,0.6837944664031621,2015-02-02,2021-02-02,2021-02-03,2022-02-02
next_21d_realized_volatility,ridge,combined,251,2022-02-03,2023-02-02,0.005024935143280578,0.07088677692828599,0.057577294948388084,-0.8453215528408713,-0.2737153162844812,0.5106932270916335,0.6454183266932271,2015-02-02,2022-02-02,2022-02-03,2023-02-02
next_21d_realized_volatility,ridge,combined,251,2023-02-03,2024-02-02,0.0007289832859853253,0.0269996904794356,0.01987874076824102,-0.1351178909260231,0.23081318062257372,0.6345346234111174,0.7131474103585658,2015-02-02,2023-02-02,2023-02-03,2024-02-02
next_21d_realized_volatility,ridge,combined,249,2024-02-05,2025-01-31,0.0026136295206736805,0.05112366888901539,0.038492023432694075,-1.0760256814571396,0.044566467971578705,0.290139137193937,0.6385542168674698,2015-02-02,2024-02-02,2024-02-03,2025-02-02
